Run	analyte_type	Host_site	host_sex	SCiMS sample ID	Rx	Rx 95% CI	Ry	Ry 95% CI
SRR061389	Supragingival_plaque	Oral cavity	male	SRR061389	0.394	(0.371, 0.417)	0.1704	(0.156, 0.185)
SRR062002	Supragingival_plaque	Oral cavity	male	SRR062002	0.4201	(0.396, 0.444)	0.1166	(0.104, 0.129)
SRR512797	Supragingival_plaque	Oral cavity	female	SRR512797	0.829	(0.758, 0.9)	0.0049	(0.003, 0.007)
SRR062421	Subgingival_plaque	Oral cavity	male	SRR062421	0.3261	(0.295, 0.357)	0.1886	(0.173, 0.205)
SRR514211	Buccal_mucosa	Oral cavity	female	SRR514211	0.8071	(0.729, 0.885)	0.0062	(0.004, 0.009)
SRR061517	Supragingival_plaque	Oral cavity	male	SRR061517	0.3978	(0.372, 0.424)	0.2053	(0.191, 0.22)
SRR062508	Supragingival_plaque	Oral cavity	female	SRR062508	0.8037	(0.752, 0.855)	0.0042	(0.002, 0.006)
SRR062522	Supragingival_plaque	Oral cavity	male	SRR062522	0.4336	(0.403, 0.464)	0.1559	(0.143, 0.169)
SRR063517	Supragingival_plaque	Oral cavity	female	SRR063517	0.7331	(0.685, 0.781)	0.0031	(0.001, 0.005)
SRR061511	Supragingival_plaque	Oral cavity	male	SRR061511	0.3984	(0.373, 0.424)	0.1838	(0.17, 0.198)
SRR062486	Anterior_nares	Anterior nares	female	SRR062486	0.7065	(0.654, 0.759)	0.0	(0.0, 0.0)
SRR062424	Subgingival_plaque	Oral cavity	male	SRR062424	0.3385	(0.306, 0.371)	0.1803	(0.165, 0.195)
SRR061383	Anterior_nares	Anterior nares	male	SRR061383	0.3645	(0.339, 0.39)	0.1772	(0.163, 0.192)
SRR062295	Supragingival_plaque	Oral cavity	female	SRR062295	0.7948	(0.741, 0.848)	0.0045	(0.003, 0.006)
SRR061251	Supragingival_plaque	Oral cavity	female	SRR061251	0.7702	(0.715, 0.825)	0.003	(0.001, 0.005)
SRR061253	Supragingival_plaque	Oral cavity	female	SRR061253	0.7622	(0.709, 0.815)	0.0026	(0.001, 0.004)
SRR061927	R_Retroauricular_crease	Oral cavity	male	SRR061927	0.428	(0.401, 0.455)	0.1497	(0.137, 0.162)
SRR062409	Supragingival_plaque	Oral cavity	male	SRR062409	0.4128	(0.38, 0.446)	0.1773	(0.164, 0.191)
SRR061384	Anterior_nares	Anterior nares	male	SRR061384	0.3708	(0.344, 0.398)	0.1754	(0.162, 0.189)
SRR062509	gingiva	Oral cavity	male	SRR062509	0.4473	(0.41, 0.484)	0.1528	(0.14, 0.165)
SRR062354	Supragingival_plaque	Oral cavity	male	SRR062354	0.423	(0.39, 0.456)	0.1693	(0.156, 0.182)
SRR062495	Supragingival_plaque	Oral cavity	male	SRR062495	0.3495	(0.328, 0.371)	0.1591	(0.145, 0.173)
SRR062294	gingiva	Oral cavity	male	SRR062294	0.4239	(0.395, 0.453)	0.1647	(0.152, 0.177)
SRR514306	Subgingival_plaque	Oral cavity	female	SRR514306	0.8262	(0.766, 0.886)	0.0034	(0.002, 0.005)
SRR062325	Buccal_mucosa	Oral cavity	male	SRR062325	0.3823	(0.359, 0.405)	0.1632	(0.15, 0.176)
SRR062277	gingiva	Oral cavity	male	SRR062277	0.4114	(0.386, 0.437)	0.1704	(0.157, 0.183)
SRR061928	R_Retroauricular_crease	Oral cavity	male	SRR061928	0.4273	(0.399, 0.456)	0.1423	(0.13, 0.154)
SRR062500	gingiva	Oral cavity	male	SRR062500	0.4629	(0.412, 0.514)	0.1583	(0.146, 0.171)
SRR062363	Throat	Oral cavity	male	SRR062363	0.4186	(0.385, 0.452)	0.157	(0.144, 0.17)
SRR061301	Anterior_nares	Anterior nares	female	SRR061301	0.7503	(0.704, 0.796)	0.0022	(0.001, 0.004)
SRR346697	Anterior_nares	Anterior nares	female	SRR346697	0.7367	(0.684, 0.79)	0.0004	(-0.0, 0.001)
SRR513810	Supragingival_plaque	Oral cavity	male	SRR513810	0.4075	(0.381, 0.434)	0.1578	(0.146, 0.17)
SRR061306	Anterior_nares	Anterior nares	female	SRR061306	0.7517	(0.706, 0.798)	0.0032	(0.002, 0.005)
SRR061455	Supragingival_plaque	Oral cavity	male	SRR061455	0.3621	(0.339, 0.385)	0.1387	(0.126, 0.151)
SRR063518	Supragingival_plaque	Oral cavity	female	SRR063518	0.7918	(0.745, 0.839)	0.0011	(0.0, 0.002)
SRR062488	Supragingival_plaque	Oral cavity	female	SRR062488	0.7449	(0.701, 0.789)	0.0015	(0.0, 0.003)
SRR062492	R_Retroauricular_crease	Oral cavity	male	SRR062492	0.4049	(0.382, 0.428)	0.1478	(0.136, 0.16)
SRR514320	Palatine_Tonsils	Oral cavity	female	SRR514320	0.8637	(0.776, 0.951)	0.0112	(0.009, 0.014)
SRR061239	Supragingival_plaque	Oral cavity	male	SRR061239	0.4102	(0.385, 0.436)	0.1469	(0.135, 0.159)
SRR059403	Tongue_dorsum	Oral cavity	male	SRR059403	0.4223	(0.389, 0.455)	0.1622	(0.15, 0.174)
SRR061949	Supragingival_plaque	Oral cavity	male	SRR061949	0.428	(0.4, 0.456)	0.1197	(0.109, 0.13)
SRR063530	Supragingival_plaque	Oral cavity	female	SRR063530	0.7726	(0.726, 0.819)	0.0037	(0.002, 0.005)
SRR062521	Posterior_fornix	Vagina	female	SRR062521	0.9982	(0.898, 1.098)	0.0049	(0.003, 0.007)
SRR062496	Supragingival_plaque	Oral cavity	female	SRR062496	0.7871	(0.742, 0.832)	0.0041	(0.002, 0.006)
SRR061232	Supragingival_plaque	Oral cavity	female	SRR061232	0.9451	(0.877, 1.014)	0.0038	(0.002, 0.005)
SRR061518	Supragingival_plaque	Oral cavity	male	SRR061518	0.3996	(0.374, 0.426)	0.2016	(0.189, 0.214)
SRR061307	Anterior_nares	Anterior nares	male	SRR061307	0.3762	(0.352, 0.4)	0.1417	(0.13, 0.154)
SRR060424	Supragingival_plaque	Oral cavity	male	SRR060424	0.4231	(0.398, 0.449)	0.1527	(0.141, 0.164)
SRR063507	Supragingival_plaque	Oral cavity	female	SRR063507	0.7271	(0.674, 0.78)	0.0032	(0.002, 0.005)
SRR060425	Supragingival_plaque	Oral cavity	male	SRR060425	0.4138	(0.389, 0.438)	0.163	(0.151, 0.175)
SRR061178	Tongue_dorsum	Oral cavity	male	SRR061178	0.4624	(0.429, 0.496)	0.154	(0.143, 0.165)
SRR062416	Throat	Oral cavity	male	SRR062416	0.393	(0.367, 0.419)	0.165	(0.153, 0.177)
SRR059484	Supragingival_plaque	Oral cavity	female	SRR059484	0.8091	(0.757, 0.861)	0.0014	(0.0, 0.002)
SRR059432	Supragingival_plaque	Oral cavity	female	SRR059432	0.8623	(0.812, 0.912)	0.0011	(0.0, 0.002)
SRR062096	Posterior_fornix	Vagina	female	SRR062096	0.7986	(0.74, 0.857)	0.0024	(0.001, 0.004)
SRR062450	Supragingival_plaque	Oral cavity	female	SRR062450	0.7799	(0.734, 0.826)	0.0016	(0.001, 0.003)
SRR062381	Supragingival_plaque	Oral cavity	female	SRR062381	0.7195	(0.674, 0.765)	0.0015	(0.001, 0.003)
SRR062442	R_Retroauricular_crease	Oral cavity	male	SRR062442	0.3963	(0.372, 0.42)	0.144	(0.133, 0.155)
SRR514218	Supragingival_plaque	Oral cavity	female	SRR514218	0.7555	(0.698, 0.813)	0.0032	(0.002, 0.005)
SRR062362	Throat	Oral cavity	male	SRR062362	0.4102	(0.379, 0.442)	0.1465	(0.135, 0.157)
SRR513160	Anterior_nares	Anterior nares	male	SRR513160	0.4065	(0.38, 0.433)	0.1467	(0.136, 0.158)
SRR062051	Supragingival_plaque	Oral cavity	female	SRR062051	0.8221	(0.773, 0.871)	0.003	(0.002, 0.004)
SRR062402	Saliva	Oral cavity	male	SRR062402	0.4371	(0.405, 0.469)	0.1332	(0.123, 0.143)
SRR063506	Supragingival_plaque	Oral cavity	female	SRR063506	0.7672	(0.72, 0.815)	0.0012	(0.0, 0.002)
SRR062296	Supragingival_plaque	Oral cavity	male	SRR062296	0.3911	(0.37, 0.412)	0.1339	(0.123, 0.144)
SRR061422	Supragingival_plaque	Oral cavity	male	SRR061422	0.3817	(0.356, 0.408)	0.1802	(0.168, 0.192)
SRR512798	Throat	Oral cavity	female	SRR512798	0.8824	(0.79, 0.975)	0.0066	(0.005, 0.008)
SRR063531	Anterior_nares	Anterior nares	female	SRR063531	0.7773	(0.729, 0.825)	0.0029	(0.002, 0.004)
SRR063533	Anterior_nares	Anterior nares	female	SRR063533	0.7672	(0.725, 0.81)	0.0028	(0.002, 0.004)
SRR061410	Anterior_nares	Anterior nares	male	SRR061410	0.3522	(0.326, 0.378)	0.1376	(0.127, 0.149)
SRR061597	Supragingival_plaque	Oral cavity	female	SRR061597	0.7711	(0.715, 0.827)	0.0029	(0.002, 0.004)
SRR062420	Throat	Oral cavity	male	SRR062420	0.3959	(0.368, 0.424)	0.1483	(0.138, 0.159)
SRR062279	Supragingival_plaque	Oral cavity	male	SRR062279	0.365	(0.338, 0.392)	0.1581	(0.147, 0.169)
SRR062097	Posterior_fornix	Vagina	female	SRR062097	0.8032	(0.743, 0.863)	0.003	(0.002, 0.004)
SRR062334	gingiva	Oral cavity	female	SRR062334	0.7162	(0.666, 0.767)	0.0024	(0.001, 0.004)
SRR062052	Supragingival_plaque	Oral cavity	female	SRR062052	0.8511	(0.802, 0.9)	0.001	(0.0, 0.002)
SRR061922	R_Retroauricular_crease	Oral cavity	male	SRR061922	0.4088	(0.381, 0.437)	0.145	(0.135, 0.155)
SRR061419	Supragingival_plaque	Oral cavity	male	SRR061419	0.3893	(0.364, 0.415)	0.1684	(0.157, 0.179)
SRR061171	Supragingival_plaque	Oral cavity	male	SRR061171	0.4182	(0.391, 0.445)	0.1579	(0.147, 0.168)
SRR063511	Supragingival_plaque	Oral cavity	male	SRR063511	0.3786	(0.351, 0.407)	0.1787	(0.168, 0.19)
SRR060121	Supragingival_plaque	Oral cavity	male	SRR060121	0.4375	(0.411, 0.464)	0.1311	(0.122, 0.141)
SRR062477	Subgingival_plaque	Oral cavity	male	SRR062477	0.3814	(0.356, 0.407)	0.1725	(0.162, 0.183)
SRR628280	Anterior_nares	Anterior nares	male	SRR628280	0.3893	(0.354, 0.424)	0.1825	(0.171, 0.193)
SRR346693	Supragingival_plaque	Oral cavity	male	SRR346693	0.4067	(0.38, 0.433)	0.1835	(0.173, 0.194)
SRR060122	Supragingival_plaque	Oral cavity	male	SRR060122	0.4401	(0.415, 0.465)	0.146	(0.136, 0.156)
SRR061452	Supragingival_plaque	Oral cavity	female	SRR061452	0.7717	(0.726, 0.818)	0.0019	(0.001, 0.003)
SRR061409	Anterior_nares	Anterior nares	female	SRR061409	0.7558	(0.708, 0.804)	0.0012	(0.0, 0.002)
SRR061176	Supragingival_plaque	Oral cavity	male	SRR061176	0.3849	(0.362, 0.408)	0.165	(0.154, 0.176)
SRR062054	Tongue_dorsum	Oral cavity	male	SRR062054	0.4602	(0.425, 0.496)	0.1541	(0.144, 0.164)
SRR062020	L_Retroauricular_crease	Oral cavity	male	SRR062020	0.4095	(0.384, 0.435)	0.1447	(0.135, 0.155)
SRR061302	Subgingival_plaque	Oral cavity	female	SRR061302	0.7884	(0.736, 0.841)	0.0017	(0.001, 0.003)
SRR062478	Subgingival_plaque	Oral cavity	male	SRR062478	0.3935	(0.367, 0.42)	0.1735	(0.163, 0.184)
SRR062528	Supragingival_plaque	Oral cavity	male	SRR062528	0.4152	(0.391, 0.439)	0.1353	(0.126, 0.145)
SRR062440	Anterior_nares	Anterior nares	male	SRR062440	0.3936	(0.367, 0.42)	0.1439	(0.134, 0.154)
SRR063918	Supragingival_plaque	Oral cavity	female	SRR063918	0.8449	(0.798, 0.892)	0.0021	(0.001, 0.003)
SRR062076	Anterior_nares	Anterior nares	female	SRR062076	0.8676	(0.81, 0.925)	0.0031	(0.002, 0.004)
SRR062077	Anterior_nares	Anterior nares	female	SRR062077	0.8806	(0.822, 0.939)	0.0024	(0.001, 0.003)
SRR346663	Throat	Oral cavity	male	SRR346663	0.3678	(0.343, 0.393)	0.1691	(0.159, 0.18)
SRR062357	Mid_vagina	Vagina	female	SRR062357	0.7599	(0.697, 0.823)	0.0046	(0.003, 0.006)
SRR514183	Supragingival_plaque	Oral cavity	female	SRR514183	0.7784	(0.723, 0.833)	0.0039	(0.003, 0.005)
SRR061386	Anterior_nares	Anterior nares	female	SRR061386	0.7327	(0.684, 0.781)	0.0024	(0.001, 0.003)
SRR061418	Anterior_nares	Anterior nares	female	SRR061418	0.775	(0.727, 0.823)	0.0021	(0.001, 0.003)
SRR061453	Supragingival_plaque	Oral cavity	male	SRR061453	0.4046	(0.381, 0.428)	0.1452	(0.136, 0.155)
SRR628261	Subgingival_plaque	Oral cavity	male	SRR628261	0.3755	(0.348, 0.403)	0.1602	(0.15, 0.17)
SRR061961	Buccal_mucosa	Oral cavity	male	SRR061961	0.4596	(0.433, 0.486)	0.1022	(0.094, 0.11)
SRR062331	gingiva	Oral cavity	female	SRR062331	0.7449	(0.693, 0.797)	0.0029	(0.002, 0.004)
SRR060385	Supragingival_plaque	Oral cavity	male	SRR060385	0.4165	(0.392, 0.441)	0.1401	(0.131, 0.149)
SRR062353	Mid_vagina	Vagina	female	SRR062353	0.7474	(0.686, 0.808)	0.0043	(0.003, 0.006)
SRR514245	Supragingival_plaque	Oral cavity	female	SRR514245	0.7585	(0.697, 0.82)	0.0041	(0.003, 0.005)
SRR061962	Buccal_mucosa	Oral cavity	male	SRR061962	0.4504	(0.423, 0.478)	0.1188	(0.11, 0.127)
SRR062056	Supragingival_plaque	Oral cavity	male	SRR062056	0.4186	(0.394, 0.443)	0.1392	(0.13, 0.148)
SRR063466	Anterior_nares	Anterior nares	female	SRR063466	0.7211	(0.667, 0.775)	0.0029	(0.002, 0.004)
SRR062091	R_Retroauricular_crease	Oral cavity	male	SRR062091	0.4335	(0.405, 0.462)	0.1341	(0.125, 0.143)
SRR061380	Supragingival_plaque	Oral cavity	female	SRR061380	0.7396	(0.691, 0.788)	0.0013	(0.001, 0.002)
SRR062278	Buccal_mucosa	Oral cavity	male	SRR062278	0.3842	(0.356, 0.413)	0.1583	(0.148, 0.168)
SRR513813	Supragingival_plaque	Oral cavity	female	SRR513813	0.8447	(0.79, 0.899)	0.0029	(0.002, 0.004)
SRR061599	Supragingival_plaque	Oral cavity	female	SRR061599	0.7694	(0.721, 0.818)	0.0028	(0.002, 0.004)
SRR062090	R_Retroauricular_crease	Oral cavity	male	SRR062090	0.442	(0.415, 0.469)	0.1336	(0.125, 0.142)
SRR062055	Supragingival_plaque	Oral cavity	male	SRR062055	0.4262	(0.4, 0.452)	0.1355	(0.127, 0.144)
SRR062339	Subgingival_plaque	Oral cavity	male	SRR062339	0.3927	(0.365, 0.42)	0.1696	(0.16, 0.18)
SRR060384	Supragingival_plaque	Oral cavity	male	SRR060384	0.4263	(0.4, 0.453)	0.135	(0.126, 0.144)
SRR514844	Supragingival_plaque	Oral cavity	female	SRR514844	0.7402	(0.679, 0.801)	0.003	(0.002, 0.004)
SRR060421	Supragingival_plaque	Oral cavity	female	SRR060421	0.8313	(0.784, 0.879)	0.0012	(0.001, 0.002)
SRR061332	Anterior_nares	Anterior nares	male	SRR061332	0.3864	(0.354, 0.419)	0.1451	(0.136, 0.154)
SRR063536	Supragingival_plaque	Oral cavity	female	SRR063536	0.6994	(0.648, 0.751)	0.0052	(0.004, 0.007)
SRR063467	Anterior_nares	Anterior nares	female	SRR063467	0.7262	(0.671, 0.782)	0.0041	(0.003, 0.005)
SRR060420	Supragingival_plaque	Oral cavity	female	SRR060420	0.853	(0.8, 0.906)	0.0028	(0.002, 0.004)
SRR064530	Posterior_fornix	Vagina	female	SRR064530	0.8201	(0.769, 0.872)	0.0007	(0.0, 0.001)
SRR514237	Mid_vagina	Vagina	female	SRR514237	0.8989	(0.822, 0.976)	0.0056	(0.004, 0.007)
SRR063512	Supragingival_plaque	Oral cavity	male	SRR063512	0.3771	(0.351, 0.403)	0.1605	(0.151, 0.17)
SRR062489	gingiva	Oral cavity	male	SRR062489	0.3839	(0.356, 0.412)	0.154	(0.144, 0.163)
SRR346702	R_Retroauricular_crease	Oral cavity	male	SRR346702	0.3695	(0.347, 0.392)	0.1418	(0.132, 0.151)
SRR062501	Subgingival_plaque	Oral cavity	male	SRR062501	0.41	(0.376, 0.444)	0.1653	(0.156, 0.175)
SRR062332	Subgingival_plaque	Oral cavity	female	SRR062332	0.7496	(0.699, 0.8)	0.0025	(0.001, 0.004)
SRR061257	Supragingival_plaque	Oral cavity	male	SRR061257	0.3976	(0.375, 0.42)	0.1473	(0.138, 0.156)
SRR062302	Subgingival_plaque	Oral cavity	male	SRR062302	0.3759	(0.352, 0.399)	0.1599	(0.15, 0.17)
SRR061911	Supragingival_plaque	Oral cavity	male	SRR061911	0.4399	(0.414, 0.465)	0.1257	(0.117, 0.134)
SRR062333	Subgingival_plaque	Oral cavity	female	SRR062333	0.7087	(0.662, 0.756)	0.0047	(0.003, 0.006)
SRR513164	Buccal_mucosa	Oral cavity	male	SRR513164	0.425	(0.392, 0.458)	0.1513	(0.142, 0.16)
SRR061370	Anterior_nares	Anterior nares	male	SRR061370	0.3849	(0.36, 0.41)	0.1414	(0.132, 0.15)
SRR346695	Anterior_nares	Anterior nares	male	SRR346695	0.4219	(0.39, 0.453)	0.2209	(0.211, 0.231)
SRR061404	Anterior_nares	Anterior nares	male	SRR061404	0.3731	(0.348, 0.398)	0.139	(0.13, 0.148)
SRR062490	Supragingival_plaque	Oral cavity	female	SRR062490	0.7278	(0.682, 0.773)	0.0012	(0.0, 0.002)
SRR061912	Supragingival_plaque	Oral cavity	male	SRR061912	0.4293	(0.405, 0.453)	0.1391	(0.131, 0.148)
SRR063510	Supragingival_plaque	Oral cavity	male	SRR063510	0.3852	(0.36, 0.41)	0.1575	(0.148, 0.167)
SRR062491	Supragingival_plaque	Oral cavity	female	SRR062491	0.7442	(0.7, 0.788)	0.0009	(0.0, 0.002)
SRR062405	Throat	Oral cavity	male	SRR062405	0.3798	(0.357, 0.403)	0.1548	(0.146, 0.164)
SRR062493	Supragingival_plaque	Oral cavity	female	SRR062493	0.8318	(0.785, 0.878)	0.0008	(0.0, 0.001)
SRR346665	Anterior_nares	Anterior nares	male	SRR346665	0.4139	(0.383, 0.445)	0.2167	(0.207, 0.226)
SRR062449	Anterior_nares	Anterior nares	male	SRR062449	0.374	(0.344, 0.404)	0.177	(0.167, 0.187)
SRR514313	Supragingival_plaque	Oral cavity	male	SRR514313	0.3753	(0.348, 0.402)	0.1714	(0.162, 0.181)
SRR063537	Supragingival_plaque	Oral cavity	female	SRR063537	0.6807	(0.632, 0.729)	0.004	(0.003, 0.005)
SRR061590	Tongue_dorsum	Oral cavity	male	SRR061590	0.4762	(0.446, 0.507)	0.1312	(0.123, 0.139)
SRR514323	gingiva	Oral cavity	female	SRR514323	0.8234	(0.751, 0.896)	0.0096	(0.008, 0.011)
SRR062506	Anterior_nares	Anterior nares	male	SRR062506	0.4272	(0.395, 0.459)	0.1568	(0.148, 0.166)
SRR061512	Anterior_nares	Anterior nares	female	SRR061512	0.7607	(0.709, 0.813)	0.0031	(0.002, 0.004)
SRR062481	gingiva	Oral cavity	male	SRR062481	0.3634	(0.338, 0.389)	0.1753	(0.166, 0.185)
SRR353628	Anterior_nares	Anterior nares	male	SRR353628	0.3909	(0.368, 0.414)	0.1342	(0.126, 0.143)
SRR061921	R_Retroauricular_crease	Oral cavity	male	SRR061921	0.4312	(0.403, 0.459)	0.1248	(0.117, 0.133)
SRR061387	Anterior_nares	Anterior nares	male	SRR061387	0.3537	(0.331, 0.377)	0.1434	(0.134, 0.153)
SRR061530	Anterior_nares	Anterior nares	female	SRR061530	0.7533	(0.699, 0.808)	0.0024	(0.001, 0.003)
SRR346661	Supragingival_plaque	Oral cavity	male	SRR346661	0.4399	(0.412, 0.468)	0.152	(0.144, 0.16)
SRR061350	Anterior_nares	Anterior nares	female	SRR061350	0.7128	(0.66, 0.766)	0.0024	(0.001, 0.003)
SRR063919	Supragingival_plaque	Oral cavity	female	SRR063919	0.8452	(0.795, 0.895)	0.002	(0.001, 0.003)
SRR062358	Anterior_nares	Anterior nares	male	SRR062358	0.3826	(0.354, 0.411)	0.1644	(0.155, 0.173)
SRR061936	Supragingival_plaque	Oral cavity	male	SRR061936	0.4277	(0.402, 0.453)	0.1367	(0.128, 0.145)
SRR061592	Anterior_nares	Anterior nares	male	SRR061592	0.3986	(0.373, 0.425)	0.1827	(0.173, 0.192)
SRR062291	Anterior_nares	Anterior nares	female	SRR062291	0.7911	(0.739, 0.843)	0.0054	(0.004, 0.007)
SRR062290	Throat	Oral cavity	male	SRR062290	0.3933	(0.364, 0.423)	0.2078	(0.198, 0.217)
SRR061935	Supragingival_plaque	Oral cavity	male	SRR061935	0.4241	(0.399, 0.449)	0.139	(0.131, 0.147)
SRR062445	Anterior_nares	Anterior nares	female	SRR062445	0.7401	(0.684, 0.796)	0.003	(0.002, 0.004)
SRR062415	Saliva	Oral cavity	male	SRR062415	0.3791	(0.353, 0.405)	0.1585	(0.15, 0.167)
SRR061539	Anterior_nares	Anterior nares	male	SRR061539	0.3758	(0.349, 0.402)	0.191	(0.182, 0.2)
SRR059514	Supragingival_plaque	Oral cavity	female	SRR059514	0.8709	(0.817, 0.924)	0.0018	(0.001, 0.003)
SRR061373	Anterior_nares	Anterior nares	male	SRR061373	0.3917	(0.367, 0.416)	0.1762	(0.167, 0.185)
SRR062359	Anterior_nares	Anterior nares	female	SRR062359	0.7491	(0.699, 0.799)	0.002	(0.001, 0.003)
SRR061916	Supragingival_plaque	Oral cavity	female	SRR061916	0.8274	(0.781, 0.874)	0.0008	(0.0, 0.001)
SRR061535	Anterior_nares	Anterior nares	male	SRR061535	0.3713	(0.343, 0.4)	0.1677	(0.159, 0.177)
SRR059515	Supragingival_plaque	Oral cavity	female	SRR059515	0.8935	(0.837, 0.95)	0.001	(0.0, 0.002)
SRR061403	Supragingival_plaque	Oral cavity	female	SRR061403	0.7544	(0.709, 0.8)	0.0013	(0.001, 0.002)
SRR059409	Supragingival_plaque	Oral cavity	male	SRR059409	0.4236	(0.4, 0.448)	0.1307	(0.123, 0.138)
SRR514308	Supragingival_plaque	Oral cavity	female	SRR514308	0.8348	(0.785, 0.884)	0.0033	(0.002, 0.004)
SRR346692	Supragingival_plaque	Oral cavity	male	SRR346692	0.448	(0.417, 0.479)	0.1248	(0.117, 0.132)
SRR062444	Anterior_nares	Anterior nares	male	SRR062444	0.3608	(0.337, 0.385)	0.1531	(0.144, 0.162)
SRR061406	Anterior_nares	Anterior nares	male	SRR061406	0.387	(0.361, 0.413)	0.1631	(0.155, 0.172)
SRR061474	Anterior_nares	Anterior nares	male	SRR061474	0.3698	(0.343, 0.397)	0.1883	(0.179, 0.197)
SRR063491	Anterior_nares	Anterior nares	male	SRR063491	0.372	(0.345, 0.399)	0.1597	(0.151, 0.168)
SRR512795	Supragingival_plaque	Oral cavity	male	SRR512795	0.35	(0.323, 0.377)	0.1641	(0.155, 0.173)
SRR513815	Supragingival_plaque	Oral cavity	male	SRR513815	0.441	(0.416, 0.466)	0.131	(0.124, 0.138)
SRR061203	Anterior_nares	Anterior nares	female	SRR061203	0.8039	(0.75, 0.858)	0.0029	(0.002, 0.004)
SRR062504	Anterior_nares	Anterior nares	male	SRR062504	0.3577	(0.328, 0.387)	0.1672	(0.158, 0.176)
SRR061995	R_Retroauricular_crease	Oral cavity	male	SRR061995	0.4239	(0.397, 0.451)	0.1391	(0.131, 0.147)
SRR061271	Anterior_nares	Anterior nares	female	SRR061271	0.7928	(0.743, 0.843)	0.0036	(0.003, 0.005)
SRR062443	Anterior_nares	Anterior nares	male	SRR062443	0.3714	(0.348, 0.394)	0.1383	(0.13, 0.146)
SRR063490	Anterior_nares	Anterior nares	male	SRR063490	0.3688	(0.343, 0.395)	0.165	(0.157, 0.173)
SRR062276	Mid_vagina	Vagina	female	SRR062276	0.8266	(0.774, 0.88)	0.002	(0.001, 0.003)
SRR062351	Subgingival_plaque	Oral cavity	female	SRR062351	0.7515	(0.704, 0.799)	0.0032	(0.002, 0.004)
SRR062403	Subgingival_plaque	Oral cavity	female	SRR062403	0.7562	(0.709, 0.803)	0.0023	(0.001, 0.003)
SRR062301	Mid_vagina	Vagina	female	SRR062301	0.8145	(0.763, 0.866)	0.002	(0.001, 0.003)
SRR062485	Anterior_nares	Anterior nares	male	SRR062485	0.352	(0.329, 0.375)	0.1427	(0.134, 0.151)
SRR514198	Buccal_mucosa	Oral cavity	male	SRR514198	0.3882	(0.356, 0.42)	0.158	(0.15, 0.166)
SRR061480	Anterior_nares	Anterior nares	male	SRR061480	0.3943	(0.366, 0.423)	0.1846	(0.176, 0.193)
SRR514215	Anterior_nares	Anterior nares	female	SRR514215	0.8084	(0.751, 0.865)	0.0031	(0.002, 0.004)
SRR514222	Supragingival_plaque	Oral cavity	female	SRR514222	0.7853	(0.726, 0.844)	0.0034	(0.002, 0.004)
SRR062487	Anterior_nares	Anterior nares	male	SRR062487	0.3601	(0.337, 0.384)	0.1362	(0.128, 0.144)
SRR061303	Anterior_nares	Anterior nares	male	SRR061303	0.3775	(0.35, 0.405)	0.1367	(0.129, 0.144)
SRR061375	Anterior_nares	Anterior nares	male	SRR061375	0.3818	(0.361, 0.403)	0.1276	(0.12, 0.135)
SRR062368	Throat	Oral cavity	female	SRR062368	0.7015	(0.648, 0.755)	0.0044	(0.003, 0.006)
SRR059957	Supragingival_plaque	Oral cavity	female	SRR059957	0.8159	(0.765, 0.867)	0.0032	(0.002, 0.004)
SRR063492	Anterior_nares	Anterior nares	female	SRR063492	0.7417	(0.689, 0.794)	0.0048	(0.004, 0.006)
SRR061513	Anterior_nares	Anterior nares	male	SRR061513	0.3881	(0.363, 0.413)	0.1664	(0.158, 0.174)
SRR061421	Anterior_nares	Anterior nares	male	SRR061421	0.3829	(0.358, 0.407)	0.1355	(0.128, 0.143)
SRR060407	Supragingival_plaque	Oral cavity	female	SRR060407	0.8484	(0.798, 0.899)	0.0026	(0.002, 0.003)
SRR062299	Subgingival_plaque	Oral cavity	male	SRR062299	0.4065	(0.382, 0.431)	0.1599	(0.152, 0.168)
SRR063500	Anterior_nares	Anterior nares	female	SRR063500	0.7234	(0.672, 0.774)	0.004	(0.003, 0.005)
SRR063465	Anterior_nares	Anterior nares	female	SRR063465	0.8164	(0.77, 0.863)	0.0031	(0.002, 0.004)
SRR063912	Anterior_nares	Anterior nares	female	SRR063912	0.8297	(0.782, 0.878)	0.0011	(0.001, 0.002)
SRR059408	Supragingival_plaque	Oral cavity	male	SRR059408	0.4216	(0.397, 0.446)	0.125	(0.118, 0.132)
SRR062094	Anterior_nares	Anterior nares	male	SRR062094	0.4309	(0.406, 0.455)	0.1387	(0.132, 0.146)
SRR062366	Throat	Oral cavity	female	SRR062366	0.7538	(0.709, 0.798)	0.003	(0.002, 0.004)
SRR063498	Anterior_nares	Anterior nares	female	SRR063498	0.7243	(0.674, 0.774)	0.0036	(0.003, 0.005)
SRR062303	Subgingival_plaque	Oral cavity	male	SRR062303	0.4259	(0.401, 0.451)	0.1459	(0.139, 0.153)
SRR062441	Saliva	Oral cavity	male	SRR062441	0.3784	(0.354, 0.403)	0.1447	(0.137, 0.152)
SRR061915	Supragingival_plaque	Oral cavity	female	SRR061915	1.013	(0.891, 1.135)	0.0008	(0.0, 0.001)
SRR061598	Anterior_nares	Anterior nares	male	SRR061598	0.4077	(0.383, 0.432)	0.1547	(0.147, 0.162)
SRR061378	Anterior_nares	Anterior nares	male	SRR061378	0.4047	(0.381, 0.428)	0.1544	(0.147, 0.162)
